date,date_id,year,month,quarter,financial_year
2021-05-25,20210525,2021,5,Q2,FY2021
2021-05-26,20210526,2021,5,Q2,FY2021
2021-05-27,20210527,2021,5,Q2,FY2021
2021-05-28,20210528,2021,5,Q2,FY2021
2021-05-29,20210529,2021,5,Q2,FY2021
2021-05-30,20210530,2021,5,Q2,FY2021
2021-05-31,20210531,2021,5,Q2,FY2021
2021-06-01,20210601,2021,6,Q2,FY2021
2021-06-02,20210602,2021,6,Q2,FY2021
2021-06-03,20210603,2021,6,Q2,FY2021
2021-06-04,20210604,2021,6,Q2,FY2021
2021-06-05,20210605,2021,6,Q2,FY2021
2021-06-06,20210606,2021,6,Q2,FY2021
2021-06-07,20210607,2021,6,Q2,FY2021
2021-06-08,20210608,2021,6,Q2,FY2021
2021-06-09,20210609,2021,6,Q2,FY2021
2021-06-10,20210610,2021,6,Q2,FY2021
2021-06-11,20210611,2021,6,Q2,FY2021
2021-06-12,20210612,2021,6,Q2,FY2021
2021-06-13,20210613,2021,6,Q2,FY2021
2021-06-14,20210614,2021,6,Q2,FY2021
2021-06-15,20210615,2021,6,Q2,FY2021
2021-06-16,20210616,2021,6,Q2,FY2021
2021-06-17,20210617,2021,6,Q2,FY2021
2021-06-18,20210618,2021,6,Q2,FY2021
2021-06-19,20210619,2021,6,Q2,FY2021
2021-06-20,20210620,2021,6,Q2,FY2021
2021-06-21,20210621,2021,6,Q2,FY2021
2021-06-22,20210622,2021,6,Q2,FY2021
2021-06-23,20210623,2021,6,Q2,FY2021
2021-06-24,20210624,2021,6,Q2,FY2021
2021-06-25,20210625,2021,6,Q2,FY2021
2021-06-26,20210626,2021,6,Q2,FY2021
2021-06-27,20210627,2021,6,Q2,FY2021
2021-06-28,20210628,2021,6,Q2,FY2021
2021-06-29,20210629,2021,6,Q2,FY2021
2021-06-30,20210630,2021,6,Q2,FY2021
2021-07-01,20210701,2021,7,Q3,FY2022
2021-07-02,20210702,2021,7,Q3,FY2022
2021-07-03,20210703,2021,7,Q3,FY2022
2021-07-04,20210704,2021,7,Q3,FY2022
2021-07-05,20210705,2021,7,Q3,FY2022
2021-07-06,20210706,2021,7,Q3,FY2022
2021-07-07,20210707,2021,7,Q3,FY2022
2021-07-08,20210708,2021,7,Q3,FY2022
2021-07-09,20210709,2021,7,Q3,FY2022
2021-07-10,20210710,2021,7,Q3,FY2022
2021-07-11,20210711,2021,7,Q3,FY2022
2021-07-12,20210712,2021,7,Q3,FY2022
2021-07-13,20210713,2021,7,Q3,FY2022
2021-07-14,20210714,2021,7,Q3,FY2022
2021-07-15,20210715,2021,7,Q3,FY2022
2021-07-16,20210716,2021,7,Q3,FY2022
2021-07-17,20210717,2021,7,Q3,FY2022
2021-07-18,20210718,2021,7,Q3,FY2022
2021-07-19,20210719,2021,7,Q3,FY2022
2021-07-20,20210720,2021,7,Q3,FY2022
2021-07-21,20210721,2021,7,Q3,FY2022
2021-07-22,20210722,2021,7,Q3,FY2022
2021-07-23,20210723,2021,7,Q3,FY2022
2021-07-24,20210724,2021,7,Q3,FY2022
2021-07-25,20210725,2021,7,Q3,FY2022
2021-07-26,20210726,2021,7,Q3,FY2022
2021-07-27,20210727,2021,7,Q3,FY2022
2021-07-28,20210728,2021,7,Q3,FY2022
2021-07-29,20210729,2021,7,Q3,FY2022
2021-07-30,20210730,2021,7,Q3,FY2022
2021-07-31,20210731,2021,7,Q3,FY2022
2021-08-01,20210801,2021,8,Q3,FY2022
2021-08-02,20210802,2021,8,Q3,FY2022
2021-08-03,20210803,2021,8,Q3,FY2022
2021-08-04,20210804,2021,8,Q3,FY2022
2021-08-05,20210805,2021,8,Q3,FY2022
2021-08-06,20210806,2021,8,Q3,FY2022
2021-08-07,20210807,2021,8,Q3,FY2022
2021-08-08,20210808,2021,8,Q3,FY2022
2021-08-09,20210809,2021,8,Q3,FY2022
2021-08-10,20210810,2021,8,Q3,FY2022
2021-08-11,20210811,2021,8,Q3,FY2022
2021-08-12,20210812,2021,8,Q3,FY2022
2021-08-13,20210813,2021,8,Q3,FY2022
2021-08-14,20210814,2021,8,Q3,FY2022
2021-08-15,20210815,2021,8,Q3,FY2022
2021-08-16,20210816,2021,8,Q3,FY2022
2021-08-17,20210817,2021,8,Q3,FY2022
2021-08-18,20210818,2021,8,Q3,FY2022
2021-08-19,20210819,2021,8,Q3,FY2022
2021-08-20,20210820,2021,8,Q3,FY2022
2021-08-21,20210821,2021,8,Q3,FY2022
2021-08-22,20210822,2021,8,Q3,FY2022
2021-08-23,20210823,2021,8,Q3,FY2022
2021-08-24,20210824,2021,8,Q3,FY2022
2021-08-25,20210825,2021,8,Q3,FY2022
2021-08-26,20210826,2021,8,Q3,FY2022
2021-08-27,20210827,2021,8,Q3,FY2022
2021-08-28,20210828,2021,8,Q3,FY2022
2021-08-29,20210829,2021,8,Q3,FY2022
2021-08-30,20210830,2021,8,Q3,FY2022
2021-08-31,20210831,2021,8,Q3,FY2022
2021-09-01,20210901,2021,9,Q3,FY2022
2021-09-02,20210902,2021,9,Q3,FY2022
2021-09-03,20210903,2021,9,Q3,FY2022
2021-09-04,20210904,2021,9,Q3,FY2022
2021-09-05,20210905,2021,9,Q3,FY2022
2021-09-06,20210906,2021,9,Q3,FY2022
2021-09-07,20210907,2021,9,Q3,FY2022
2021-09-08,20210908,2021,9,Q3,FY2022
2021-09-09,20210909,2021,9,Q3,FY2022
2021-09-10,20210910,2021,9,Q3,FY2022
2021-09-11,20210911,2021,9,Q3,FY2022
2021-09-12,20210912,2021,9,Q3,FY2022
2021-09-13,20210913,2021,9,Q3,FY2022
2021-09-14,20210914,2021,9,Q3,FY2022
2021-09-15,20210915,2021,9,Q3,FY2022
2021-09-16,20210916,2021,9,Q3,FY2022
2021-09-17,20210917,2021,9,Q3,FY2022
2021-09-18,20210918,2021,9,Q3,FY2022
2021-09-19,20210919,2021,9,Q3,FY2022
2021-09-20,20210920,2021,9,Q3,FY2022
2021-09-21,20210921,2021,9,Q3,FY2022
2021-09-22,20210922,2021,9,Q3,FY2022
2021-09-23,20210923,2021,9,Q3,FY2022
2021-09-24,20210924,2021,9,Q3,FY2022
2021-09-25,20210925,2021,9,Q3,FY2022
2021-09-26,20210926,2021,9,Q3,FY2022
2021-09-27,20210927,2021,9,Q3,FY2022
2021-09-28,20210928,2021,9,Q3,FY2022
2021-09-29,20210929,2021,9,Q3,FY2022
2021-09-30,20210930,2021,9,Q3,FY2022
2021-10-01,20211001,2021,10,Q4,FY2022
2021-10-02,20211002,2021,10,Q4,FY2022
2021-10-03,20211003,2021,10,Q4,FY2022
2021-10-04,20211004,2021,10,Q4,FY2022
2021-10-05,20211005,2021,10,Q4,FY2022
2021-10-06,20211006,2021,10,Q4,FY2022
2021-10-07,20211007,2021,10,Q4,FY2022
2021-10-08,20211008,2021,10,Q4,FY2022
2021-10-09,20211009,2021,10,Q4,FY2022
2021-10-10,20211010,2021,10,Q4,FY2022
2021-10-11,20211011,2021,10,Q4,FY2022
2021-10-12,20211012,2021,10,Q4,FY2022
2021-10-13,20211013,2021,10,Q4,FY2022
2021-10-14,20211014,2021,10,Q4,FY2022
2021-10-15,20211015,2021,10,Q4,FY2022
2021-10-16,20211016,2021,10,Q4,FY2022
2021-10-17,20211017,2021,10,Q4,FY2022
2021-10-18,20211018,2021,10,Q4,FY2022
2021-10-19,20211019,2021,10,Q4,FY2022
2021-10-20,20211020,2021,10,Q4,FY2022
2021-10-21,20211021,2021,10,Q4,FY2022
2021-10-22,20211022,2021,10,Q4,FY2022
2021-10-23,20211023,2021,10,Q4,FY2022
2021-10-24,20211024,2021,10,Q4,FY2022
2021-10-25,20211025,2021,10,Q4,FY2022
2021-10-26,20211026,2021,10,Q4,FY2022
2021-10-27,20211027,2021,10,Q4,FY2022
2021-10-28,20211028,2021,10,Q4,FY2022
2021-10-29,20211029,2021,10,Q4,FY2022
2021-10-30,20211030,2021,10,Q4,FY2022
2021-10-31,20211031,2021,10,Q4,FY2022
2021-11-01,20211101,2021,11,Q4,FY2022
2021-11-02,20211102,2021,11,Q4,FY2022
2021-11-03,20211103,2021,11,Q4,FY2022
2021-11-04,20211104,2021,11,Q4,FY2022
2021-11-05,20211105,2021,11,Q4,FY2022
2021-11-06,20211106,2021,11,Q4,FY2022
2021-11-07,20211107,2021,11,Q4,FY2022
2021-11-08,20211108,2021,11,Q4,FY2022
2021-11-09,20211109,2021,11,Q4,FY2022
2021-11-10,20211110,2021,11,Q4,FY2022
2021-11-11,20211111,2021,11,Q4,FY2022
2021-11-12,20211112,2021,11,Q4,FY2022
2021-11-13,20211113,2021,11,Q4,FY2022
2021-11-14,20211114,2021,11,Q4,FY2022
2021-11-15,20211115,2021,11,Q4,FY2022
2021-11-16,20211116,2021,11,Q4,FY2022
2021-11-17,20211117,2021,11,Q4,FY2022
2021-11-18,20211118,2021,11,Q4,FY2022
2021-11-19,20211119,2021,11,Q4,FY2022
2021-11-20,20211120,2021,11,Q4,FY2022
2021-11-21,20211121,2021,11,Q4,FY2022
2021-11-22,20211122,2021,11,Q4,FY2022
2021-11-23,20211123,2021,11,Q4,FY2022
2021-11-24,20211124,2021,11,Q4,FY2022
2021-11-25,20211125,2021,11,Q4,FY2022
2021-11-26,20211126,2021,11,Q4,FY2022
2021-11-27,20211127,2021,11,Q4,FY2022
2021-11-28,20211128,2021,11,Q4,FY2022
2021-11-29,20211129,2021,11,Q4,FY2022
2021-11-30,20211130,2021,11,Q4,FY2022
2021-12-01,20211201,2021,12,Q4,FY2022
2021-12-02,20211202,2021,12,Q4,FY2022
2021-12-03,20211203,2021,12,Q4,FY2022
2021-12-04,20211204,2021,12,Q4,FY2022
2021-12-05,20211205,2021,12,Q4,FY2022
2021-12-06,20211206,2021,12,Q4,FY2022
2021-12-07,20211207,2021,12,Q4,FY2022
2021-12-08,20211208,2021,12,Q4,FY2022
2021-12-09,20211209,2021,12,Q4,FY2022
2021-12-10,20211210,2021,12,Q4,FY2022
2021-12-11,20211211,2021,12,Q4,FY2022
2021-12-12,20211212,2021,12,Q4,FY2022
2021-12-13,20211213,2021,12,Q4,FY2022
2021-12-14,20211214,2021,12,Q4,FY2022
2021-12-15,20211215,2021,12,Q4,FY2022
2021-12-16,20211216,2021,12,Q4,FY2022
2021-12-17,20211217,2021,12,Q4,FY2022
2021-12-18,20211218,2021,12,Q4,FY2022
2021-12-19,20211219,2021,12,Q4,FY2022
2021-12-20,20211220,2021,12,Q4,FY2022
2021-12-21,20211221,2021,12,Q4,FY2022
2021-12-22,20211222,2021,12,Q4,FY2022
2021-12-23,20211223,2021,12,Q4,FY2022
2021-12-24,20211224,2021,12,Q4,FY2022
2021-12-25,20211225,2021,12,Q4,FY2022
2021-12-26,20211226,2021,12,Q4,FY2022
2021-12-27,20211227,2021,12,Q4,FY2022
2021-12-28,20211228,2021,12,Q4,FY2022
2021-12-29,20211229,2021,12,Q4,FY2022
2021-12-30,20211230,2021,12,Q4,FY2022
2021-12-31,20211231,2021,12,Q4,FY2022
2022-01-01,20220101,2022,1,Q1,FY2022
2022-01-02,20220102,2022,1,Q1,FY2022
2022-01-03,20220103,2022,1,Q1,FY2022
2022-01-04,20220104,2022,1,Q1,FY2022
2022-01-05,20220105,2022,1,Q1,FY2022
2022-01-06,20220106,2022,1,Q1,FY2022
2022-01-07,20220107,2022,1,Q1,FY2022
2022-01-08,20220108,2022,1,Q1,FY2022
2022-01-09,20220109,2022,1,Q1,FY2022
2022-01-10,20220110,2022,1,Q1,FY2022
2022-01-11,20220111,2022,1,Q1,FY2022
2022-01-12,20220112,2022,1,Q1,FY2022
2022-01-13,20220113,2022,1,Q1,FY2022
2022-01-14,20220114,2022,1,Q1,FY2022
2022-01-15,20220115,2022,1,Q1,FY2022
2022-01-16,20220116,2022,1,Q1,FY2022
2022-01-17,20220117,2022,1,Q1,FY2022
2022-01-18,20220118,2022,1,Q1,FY2022
2022-01-19,20220119,2022,1,Q1,FY2022
2022-01-20,20220120,2022,1,Q1,FY2022
2022-01-21,20220121,2022,1,Q1,FY2022
2022-01-22,20220122,2022,1,Q1,FY2022
2022-01-23,20220123,2022,1,Q1,FY2022
2022-01-24,20220124,2022,1,Q1,FY2022
2022-01-25,20220125,2022,1,Q1,FY2022
2022-01-26,20220126,2022,1,Q1,FY2022
2022-01-27,20220127,2022,1,Q1,FY2022
2022-01-28,20220128,2022,1,Q1,FY2022
2022-01-29,20220129,2022,1,Q1,FY2022
2022-01-30,20220130,2022,1,Q1,FY2022
2022-01-31,20220131,2022,1,Q1,FY2022
2022-02-01,20220201,2022,2,Q1,FY2022
2022-02-02,20220202,2022,2,Q1,FY2022
2022-02-03,20220203,2022,2,Q1,FY2022
2022-02-04,20220204,2022,2,Q1,FY2022
2022-02-05,20220205,2022,2,Q1,FY2022
2022-02-06,20220206,2022,2,Q1,FY2022
2022-02-07,20220207,2022,2,Q1,FY2022
2022-02-08,20220208,2022,2,Q1,FY2022
2022-02-09,20220209,2022,2,Q1,FY2022
2022-02-10,20220210,2022,2,Q1,FY2022
2022-02-11,20220211,2022,2,Q1,FY2022
2022-02-12,20220212,2022,2,Q1,FY2022
2022-02-13,20220213,2022,2,Q1,FY2022
2022-02-14,20220214,2022,2,Q1,FY2022
2022-02-15,20220215,2022,2,Q1,FY2022
2022-02-16,20220216,2022,2,Q1,FY2022
2022-02-17,20220217,2022,2,Q1,FY2022
2022-02-18,20220218,2022,2,Q1,FY2022
2022-02-19,20220219,2022,2,Q1,FY2022
2022-02-20,20220220,2022,2,Q1,FY2022
2022-02-21,20220221,2022,2,Q1,FY2022
2022-02-22,20220222,2022,2,Q1,FY2022
2022-02-23,20220223,2022,2,Q1,FY2022
2022-02-24,20220224,2022,2,Q1,FY2022
2022-02-25,20220225,2022,2,Q1,FY2022
2022-02-26,20220226,2022,2,Q1,FY2022
2022-02-27,20220227,2022,2,Q1,FY2022
2022-02-28,20220228,2022,2,Q1,FY2022
2022-03-01,20220301,2022,3,Q1,FY2022
2022-03-02,20220302,2022,3,Q1,FY2022
2022-03-03,20220303,2022,3,Q1,FY2022
2022-03-04,20220304,2022,3,Q1,FY2022
2022-03-05,20220305,2022,3,Q1,FY2022
2022-03-06,20220306,2022,3,Q1,FY2022
2022-03-07,20220307,2022,3,Q1,FY2022
2022-03-08,20220308,2022,3,Q1,FY2022
2022-03-09,20220309,2022,3,Q1,FY2022
2022-03-10,20220310,2022,3,Q1,FY2022
2022-03-11,20220311,2022,3,Q1,FY2022
2022-03-12,20220312,2022,3,Q1,FY2022
2022-03-13,20220313,2022,3,Q1,FY2022
2022-03-14,20220314,2022,3,Q1,FY2022
2022-03-15,20220315,2022,3,Q1,FY2022
2022-03-16,20220316,2022,3,Q1,FY2022
2022-03-17,20220317,2022,3,Q1,FY2022
2022-03-18,20220318,2022,3,Q1,FY2022
2022-03-19,20220319,2022,3,Q1,FY2022
2022-03-20,20220320,2022,3,Q1,FY2022
2022-03-21,20220321,2022,3,Q1,FY2022
2022-03-22,20220322,2022,3,Q1,FY2022
2022-03-23,20220323,2022,3,Q1,FY2022
2022-03-24,20220324,2022,3,Q1,FY2022
2022-03-25,20220325,2022,3,Q1,FY2022
2022-03-26,20220326,2022,3,Q1,FY2022
2022-03-27,20220327,2022,3,Q1,FY2022
2022-03-28,20220328,2022,3,Q1,FY2022
2022-03-29,20220329,2022,3,Q1,FY2022
2022-03-30,20220330,2022,3,Q1,FY2022
2022-03-31,20220331,2022,3,Q1,FY2022
2022-04-01,20220401,2022,4,Q2,FY2022
2022-04-02,20220402,2022,4,Q2,FY2022
2022-04-03,20220403,2022,4,Q2,FY2022
2022-04-04,20220404,2022,4,Q2,FY2022
2022-04-05,20220405,2022,4,Q2,FY2022
2022-04-06,20220406,2022,4,Q2,FY2022
2022-04-07,20220407,2022,4,Q2,FY2022
2022-04-08,20220408,2022,4,Q2,FY2022
2022-04-09,20220409,2022,4,Q2,FY2022
2022-04-10,20220410,2022,4,Q2,FY2022
2022-04-11,20220411,2022,4,Q2,FY2022
2022-04-12,20220412,2022,4,Q2,FY2022
2022-04-13,20220413,2022,4,Q2,FY2022
2022-04-14,20220414,2022,4,Q2,FY2022
2022-04-15,20220415,2022,4,Q2,FY2022
2022-04-16,20220416,2022,4,Q2,FY2022
2022-04-17,20220417,2022,4,Q2,FY2022
2022-04-18,20220418,2022,4,Q2,FY2022
2022-04-19,20220419,2022,4,Q2,FY2022
2022-04-20,20220420,2022,4,Q2,FY2022
2022-04-21,20220421,2022,4,Q2,FY2022
2022-04-22,20220422,2022,4,Q2,FY2022
2022-04-23,20220423,2022,4,Q2,FY2022
2022-04-24,20220424,2022,4,Q2,FY2022
2022-04-25,20220425,2022,4,Q2,FY2022
2022-04-26,20220426,2022,4,Q2,FY2022
2022-04-27,20220427,2022,4,Q2,FY2022
2022-04-28,20220428,2022,4,Q2,FY2022
2022-04-29,20220429,2022,4,Q2,FY2022
2022-04-30,20220430,2022,4,Q2,FY2022
2022-05-01,20220501,2022,5,Q2,FY2022
2022-05-02,20220502,2022,5,Q2,FY2022
2022-05-03,20220503,2022,5,Q2,FY2022
2022-05-04,20220504,2022,5,Q2,FY2022
2022-05-05,20220505,2022,5,Q2,FY2022
2022-05-06,20220506,2022,5,Q2,FY2022
2022-05-07,20220507,2022,5,Q2,FY2022
2022-05-08,20220508,2022,5,Q2,FY2022
2022-05-09,20220509,2022,5,Q2,FY2022
2022-05-10,20220510,2022,5,Q2,FY2022
2022-05-11,20220511,2022,5,Q2,FY2022
2022-05-12,20220512,2022,5,Q2,FY2022
2022-05-13,20220513,2022,5,Q2,FY2022
2022-05-14,20220514,2022,5,Q2,FY2022
2022-05-15,20220515,2022,5,Q2,FY2022
2022-05-16,20220516,2022,5,Q2,FY2022
2022-05-17,20220517,2022,5,Q2,FY2022
2022-05-18,20220518,2022,5,Q2,FY2022
2022-05-19,20220519,2022,5,Q2,FY2022
2022-05-20,20220520,2022,5,Q2,FY2022
2022-05-21,20220521,2022,5,Q2,FY2022
2022-05-22,20220522,2022,5,Q2,FY2022
2022-05-23,20220523,2022,5,Q2,FY2022
2022-05-24,20220524,2022,5,Q2,FY2022
2022-05-25,20220525,2022,5,Q2,FY2022
2022-05-26,20220526,2022,5,Q2,FY2022
2022-05-27,20220527,2022,5,Q2,FY2022
2022-05-28,20220528,2022,5,Q2,FY2022
2022-05-29,20220529,2022,5,Q2,FY2022
2022-05-30,20220530,2022,5,Q2,FY2022
2022-05-31,20220531,2022,5,Q2,FY2022
2022-06-01,20220601,2022,6,Q2,FY2022
2022-06-02,20220602,2022,6,Q2,FY2022
2022-06-03,20220603,2022,6,Q2,FY2022
2022-06-04,20220604,2022,6,Q2,FY2022
2022-06-05,20220605,2022,6,Q2,FY2022
2022-06-06,20220606,2022,6,Q2,FY2022
2022-06-07,20220607,2022,6,Q2,FY2022
2022-06-08,20220608,2022,6,Q2,FY2022
2022-06-09,20220609,2022,6,Q2,FY2022
2022-06-10,20220610,2022,6,Q2,FY2022
2022-06-11,20220611,2022,6,Q2,FY2022
2022-06-12,20220612,2022,6,Q2,FY2022
2022-06-13,20220613,2022,6,Q2,FY2022
2022-06-14,20220614,2022,6,Q2,FY2022
2022-06-15,20220615,2022,6,Q2,FY2022
2022-06-16,20220616,2022,6,Q2,FY2022
2022-06-17,20220617,2022,6,Q2,FY2022
2022-06-18,20220618,2022,6,Q2,FY2022
2022-06-19,20220619,2022,6,Q2,FY2022
2022-06-20,20220620,2022,6,Q2,FY2022
2022-06-21,20220621,2022,6,Q2,FY2022
2022-06-22,20220622,2022,6,Q2,FY2022
2022-06-23,20220623,2022,6,Q2,FY2022
2022-06-24,20220624,2022,6,Q2,FY2022
2022-06-25,20220625,2022,6,Q2,FY2022
2022-06-26,20220626,2022,6,Q2,FY2022
2022-06-27,20220627,2022,6,Q2,FY2022
2022-06-28,20220628,2022,6,Q2,FY2022
2022-06-29,20220629,2022,6,Q2,FY2022
2022-06-30,20220630,2022,6,Q2,FY2022
2022-07-01,20220701,2022,7,Q3,FY2023
2022-07-02,20220702,2022,7,Q3,FY2023
2022-07-03,20220703,2022,7,Q3,FY2023
2022-07-04,20220704,2022,7,Q3,FY2023
2022-07-05,20220705,2022,7,Q3,FY2023
2022-07-06,20220706,2022,7,Q3,FY2023
2022-07-07,20220707,2022,7,Q3,FY2023
2022-07-08,20220708,2022,7,Q3,FY2023
2022-07-09,20220709,2022,7,Q3,FY2023
2022-07-10,20220710,2022,7,Q3,FY2023
2022-07-11,20220711,2022,7,Q3,FY2023
2022-07-12,20220712,2022,7,Q3,FY2023
2022-07-13,20220713,2022,7,Q3,FY2023
2022-07-14,20220714,2022,7,Q3,FY2023
2022-07-15,20220715,2022,7,Q3,FY2023
2022-07-16,20220716,2022,7,Q3,FY2023
2022-07-17,20220717,2022,7,Q3,FY2023
2022-07-18,20220718,2022,7,Q3,FY2023
2022-07-19,20220719,2022,7,Q3,FY2023
2022-07-20,20220720,2022,7,Q3,FY2023
2022-07-21,20220721,2022,7,Q3,FY2023
2022-07-22,20220722,2022,7,Q3,FY2023
2022-07-23,20220723,2022,7,Q3,FY2023
2022-07-24,20220724,2022,7,Q3,FY2023
2022-07-25,20220725,2022,7,Q3,FY2023
2022-07-26,20220726,2022,7,Q3,FY2023
2022-07-27,20220727,2022,7,Q3,FY2023
2022-07-28,20220728,2022,7,Q3,FY2023
2022-07-29,20220729,2022,7,Q3,FY2023
2022-07-30,20220730,2022,7,Q3,FY2023
2022-07-31,20220731,2022,7,Q3,FY2023
2022-08-01,20220801,2022,8,Q3,FY2023
2022-08-02,20220802,2022,8,Q3,FY2023
2022-08-03,20220803,2022,8,Q3,FY2023
2022-08-04,20220804,2022,8,Q3,FY2023
2022-08-05,20220805,2022,8,Q3,FY2023
